Partner,Tenure,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,City,Gender,Churn Value,CLTV,Referred a Friend,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Device Protection Plan,Premium Tech Support,Streaming Music,Unlimited Data,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Age,Number of Dependents,Satisfaction Score
No,52,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),57.95,3042.25,Torrance,Female,0,6078,No,0,52,33.84,5,Yes,Yes,No,Yes,0.0,0,1759.68,4801.93,35,0,3
No,43,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,3954.1,Whittier,Female,0,3826,No,0,43,26.55,12,Yes,No,No,Yes,0.0,0,1141.65,5095.75,36,0,5
Yes,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,2868.15,Whittier,Female,1,2793,Yes,1,37,6.33,14,No,No,No,Yes,0.0,0,234.21,3102.36,80,1,2
Yes,64,No,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,54.6,3423.5,Whittier,Female,0,4850,Yes,1,64,0.0,30,No,Yes,Yes,Yes,0.0,0,0.0,3423.5,48,0,4
Yes,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,89.85,248.4,Whittier,Male,0,4648,Yes,1,3,33.3,12,No,No,No,Yes,0.0,0,99.9,348.3,38,2,3
No,36,No,No,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),31.05,1126.35,Whittier,Female,0,4871,No,0,36,0.0,27,No,No,No,Yes,0.0,0,0.0,1126.35,61,0,4
Yes,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,1064.65,Whittier,Female,1,5998,Yes,1,10,24.48,30,No,No,Yes,Yes,0.0,0,244.8,1309.45,62,2,2
No,41,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.65,835.15,Buena Park,Female,0,5918,No,0,41,31.62,0,No,No,No,No,0.0,0,1296.42,2131.57,53,0,5
Yes,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.2,2151.6,Buena Park,Male,0,3796,Yes,1,27,48.17,15,No,Yes,No,No,0.0,30,1300.59,3482.19,33,1,3
Yes,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.8,5515.45,La Palma,Female,0,4606,Yes,1,56,42.37,71,Yes,No,Yes,Yes,0.0,0,2372.72,7888.17,27,0,4
No,6,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,112.75,Cypress,Female,0,5346,No,0,6,7.72,0,No,No,No,No,0.0,0,46.32,159.07,31,0,5
No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,229.55,La Habra,Male,1,4415,No,0,3,14.6,71,No,No,Yes,Yes,8.74,0,43.8,264.61,21,2,1
Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.7,350.35,La Mirada,Female,0,3097,Yes,1,7,25.64,71,No,No,No,Yes,0.0,0,179.48,529.83,20,2,3
Yes,4,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,62.9,Montebello,Female,0,3172,Yes,1,4,39.89,0,No,No,No,No,0.0,0,159.56,222.46,27,1,5
No,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,88.95,3027.65,Norwalk,Male,0,5087,No,0,33,47.64,18,No,Yes,No,Yes,0.0,0,1572.12,4599.77,59,0,3
No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,Pico Rivera,Female,1,4638,No,0,27,3.33,18,Yes,No,No,No,0.0,10,89.91,2235.41,72,1,1
Yes,72,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.55,1723.95,Santa Fe Springs,Male,0,5901,Yes,1,72,1.86,0,No,No,No,No,0.0,0,133.92,1857.87,46,0,3
No,1,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,Stanton,Male,0,2484,No,0,1,15.77,0,No,No,No,No,0.0,0,15.77,35.52,45,0,3
No,71,No,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45,3985.35,Artesia,Male,0,5372,No,0,71,0.0,20,No,No,Yes,Yes,0.0,0,0.0,3985.35,73,0,3
No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,1215.65,Cerritos,Female,0,5886,No,0,13,29.21,22,No,No,Yes,Yes,0.0,0,379.73,1595.38,49,0,5
Yes,25,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6,1502.65,Avalon,Female,1,4190,Yes,6,25,0.0,48,Yes,No,Yes,Yes,4.48,0,0.0,1498.17,27,0,1
No,67,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.55,3260.1,Bellflower,Male,0,6064,No,0,67,32.58,8,No,Yes,No,Yes,0.0,0,2182.86,5442.96,60,0,5
No,1,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45,35.45,Harbor City,Male,1,2301,No,0,1,0.0,22,No,No,Yes,Yes,0.0,0,0.0,35.45,64,0,3
No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,81.25,Lakewood,Male,1,2570,No,0,2,46.84,3,No,No,No,Yes,0.0,0,93.68,174.93,45,0,3
No,43,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.7,1188.2,Lakewood,Female,0,2017,No,0,43,25.53,0,No,No,No,No,0.0,0,1097.79,2285.99,42,0,4
No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.0,1778.5,Lakewood,Female,0,2221,No,0,23,24.04,22,No,No,No,Yes,0.0,0,552.92,2331.42,37,0,4
Yes,64,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,1277.75,Hawaiian Gardens,Female,0,4557,Yes,1,64,36.24,0,No,No,No,No,0.0,0,2319.36,3597.11,23,0,5
No,57,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,1170.55,Lomita,Male,0,4393,No,0,57,5.71,0,No,No,No,No,0.0,0,325.47,1496.02,58,0,3
Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,Los Alamitos,Female,1,3964,Yes,1,1,15.28,30,No,No,No,Yes,0.0,0,15.28,85.73,76,2,2
Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,6425.65,Paramount,Female,0,6102,Yes,1,72,20.48,6,Yes,Yes,Yes,Yes,0.0,0,1474.56,7900.21,71,0,3
No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,563.65,San Pedro,Female,1,2662,No,0,8,48.14,18,No,Yes,Yes,Yes,0.0,0,385.12,948.77,53,0,1
Yes,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,5971.25,San Pedro,Female,0,6311,Yes,2,61,17.49,21,No,No,Yes,Yes,0.0,0,1066.89,7038.14,35,0,4
No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,5289.05,Seal Beach,Male,0,5044,No,0,64,30.27,12,No,No,No,Yes,0.0,0,1937.28,7226.33,34,0,3
Yes,71,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,1756.2,Sunset Beach,Male,0,4329,Yes,7,71,30.72,0,No,No,No,No,0.0,0,2181.12,3937.32,66,0,3
Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,6416.7,Surfside,Female,0,5878,Yes,5,65,13.2,13,No,Yes,No,Yes,0.0,0,858.0,7274.7,56,0,3
No,3,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,61.35,Wilmington,Male,0,2543,No,0,3,35.65,0,No,No,No,No,0.0,0,106.95,168.3,42,0,5
No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,Carson,Male,1,2600,No,0,1,14.12,24,No,No,No,Yes,0.0,0,14.12,59.77,63,0,1
No,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,1929.95,Carson,Male,0,4320,No,0,30,27.88,6,Yes,No,No,No,0.0,0,836.4,2766.35,52,0,5
Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,1071.4,Long Beach,Male,0,3128,Yes,1,15,8.44,21,Yes,Yes,Yes,Yes,0.0,0,126.6,1198.0,50,1,4
Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,Long Beach,Female,0,3123,Yes,1,8,29.94,17,No,Yes,Yes,Yes,0.0,0,239.52,803.87,33,1,3
No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.0,655.5,Long Beach,Male,1,2786,No,0,7,20.52,28,No,No,Yes,No,36.6,10,143.64,772.54,32,4,1
Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,7930.55,Long Beach,Female,0,5192,Yes,4,70,5.77,48,Yes,No,Yes,Yes,0.0,0,403.9,8334.45,27,0,4
Yes,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.1,5215.25,Long Beach,Male,0,5769,Yes,2,62,43.2,23,Yes,Yes,Yes,Yes,0.0,0,2678.4,7893.65,51,0,4
Yes,6,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,113.5,Long Beach,Female,0,4293,Yes,9,6,5.52,0,No,No,No,No,0.0,0,33.12,146.62,29,3,3
Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,Long Beach,Female,0,2563,Yes,7,14,40.22,19,No,No,Yes,Yes,0.0,0,563.08,1715.88,33,1,5
No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,Long Beach,Female,0,3549,No,0,22,19.2,41,No,No,No,No,0.0,60,422.4,2304.35,23,0,3
Yes,22,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,419.9,Long Beach,Male,0,2173,Yes,3,22,48.06,0,No,No,No,No,0.0,0,1057.32,1477.22,37,0,5
Yes,16,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,1024.0,Long Beach,Male,0,5511,Yes,9,16,23.31,27,Yes,No,No,Yes,0.0,0,372.96,1396.96,38,0,4
No,10,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,251.6,Long Beach,Male,0,3611,No,0,10,32.1,0,No,No,No,No,0.0,0,321.0,572.6,44,0,5
No,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,764.55,Long Beach,Female,0,5156,No,0,13,27.04,10,No,No,No,Yes,0.0,0,351.52,1116.07,63,1,3
Yes,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,Altadena,Female,1,5719,Yes,5,20,36.6,51,No,No,Yes,Yes,33.43,0,732.0,2290.92,26,1,1
No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,135.2,Arcadia,Female,0,3056,No,0,2,15.67,8,No,No,No,Yes,0.0,0,31.34,166.54,54,0,5
No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,Arcadia,Male,0,5644,No,0,53,6.54,4,Yes,Yes,Yes,Yes,0.0,0,346.62,4304.87,35,0,4
Yes,11,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,233.9,Duarte,Female,0,4047,Yes,7,11,1.92,0,No,No,No,No,0.0,0,21.12,255.02,21,0,3
Yes,69,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1363.45,La Canada Flintridge,Male,0,5570,Yes,3,69,30.86,0,No,No,No,No,0.0,0,2129.34,3492.79,40,0,5
No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,273.0,Monrovia,Female,1,4287,No,0,4,33.5,27,No,No,No,Yes,8.74,0,134.0,398.26,42,1,1
Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6254.45,Montrose,Male,0,6212,Yes,7,72,6.05,30,Yes,Yes,Yes,Yes,0.0,0,435.6,6690.05,39,0,4
Yes,58,No,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,2651.2,Sierra Madre,Male,1,5444,Yes,6,58,0.0,24,Yes,No,No,Yes,40.95,0,0.0,2610.25,66,0,1
Yes,16,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.4,321.4,South Pasadena,Female,0,3990,Yes,3,16,45.54,0,No,No,No,No,0.0,0,728.64,1050.04,59,2,4
Yes,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,Sunland,Male,0,4382,Yes,6,43,15.2,21,Yes,Yes,No,Yes,0.0,0,653.6,4192.85,61,0,3
Yes,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,242.8,Tujunga,Female,1,4690,Yes,1,2,11.51,53,Yes,Yes,Yes,Yes,45.44,0,23.02,220.38,26,3,3
Yes,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.95,1181.75,Pasadena,Male,0,2564,Yes,3,14,5.17,25,Yes,Yes,Yes,Yes,0.0,0,72.38,1254.13,48,0,3
Yes,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,5000.2,Pasadena,Female,1,4328,Yes,5,53,40.62,73,Yes,No,Yes,Yes,18.55,0,2152.86,7134.51,24,0,1
No,32,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.55,654.55,Pasadena,Female,0,5358,No,0,32,35.97,0,No,No,No,No,0.0,0,1151.04,1805.59,61,0,3
Yes,34,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.7,780.2,Pasadena,Female,0,3421,Yes,5,34,11.52,0,No,No,No,No,0.0,0,391.68,1171.88,49,0,4
No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1145.7,Pasadena,Female,1,5717,No,0,15,44.07,19,No,No,No,Yes,0.0,0,661.05,1806.75,70,2,2
No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,503.6,Pasadena,Female,1,4419,No,0,7,26.95,18,No,No,No,No,11.05,0,188.65,681.2,77,2,2
Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,San Marino,Female,0,2721,Yes,6,15,4.19,59,Yes,No,Yes,Yes,0.0,0,62.85,1622.1,19,3,3
Yes,61,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1252.0,Glendale,Male,0,5110,Yes,3,61,19.27,0,No,No,No,No,0.0,0,1175.47,2427.47,22,0,4
No,1,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,Glendale,Female,1,4534,No,0,1,0.0,27,No,No,No,Yes,0.0,0,0.0,29.95,54,0,1
No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.3,45.3,Glendale,Female,0,3575,No,0,1,47.36,41,No,No,No,Yes,0.0,0,47.36,92.66,25,0,5
No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,662.65,Glendale,Male,1,2152,No,0,8,25.73,19,No,No,Yes,Yes,33.21,0,205.84,835.28,51,2,2
Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,2453.3,Glendale,Male,0,5344,Yes,7,33,48.85,30,Yes,No,Yes,Yes,0.0,0,1612.05,4065.35,35,0,3
No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,1111.65,Glendale,Female,1,5142,No,0,13,33.54,76,Yes,No,No,Yes,48.25,0,436.02,1499.42,48,3,1
Yes,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,Glendale,Female,1,4851,Yes,4,1,0.0,29,No,No,Yes,Yes,0.0,0,0.0,24.8,29,0,1
No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.8,1023.85,Glendale,Male,0,2764,No,0,20,3.94,18,No,No,No,Yes,0.0,0,78.8,1102.65,45,0,4
No,3,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.4,82.15,La Crescenta,Male,0,3108,No,0,3,0.0,59,No,Yes,No,Yes,0.0,0,0.0,82.15,19,0,4
No,13,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.65,244.8,Agoura Hills,Female,0,2024,No,0,13,33.13,0,No,No,No,No,0.0,0,430.69,675.49,61,0,3
Yes,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.6,2379.1,Calabasas,Female,0,3359,Yes,5,40,48.29,23,No,No,No,Yes,0.0,0,1931.6,4310.7,62,0,5
Yes,43,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.9,3173.35,Canoga Park,Male,0,4106,Yes,5,43,48.1,51,No,Yes,Yes,Yes,0.0,0,2068.3,5241.65,24,0,3
Yes,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.0,531.0,Canoga Park,Male,1,2283,Yes,5,6,42.08,29,Yes,No,Yes,Yes,0.0,0,252.48,783.48,39,2,2
Yes,69,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1375.4,Winnetka,Female,0,5325,Yes,9,69,5.27,0,No,No,No,No,0.0,0,363.63,1739.03,38,0,4
Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.7,8129.3,West Hills,Female,0,5945,Yes,7,72,18.66,3,Yes,No,Yes,Yes,0.0,0,1343.52,9472.82,42,0,4
Yes,59,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.3,1192.7,Chatsworth,Male,0,4149,Yes,3,59,25.57,0,No,No,No,No,0.0,0,1508.63,2701.33,33,0,3
Yes,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,1901.65,Encino,Female,0,4382,No,0,20,28.57,15,No,Yes,No,Yes,0.0,0,571.4,2473.05,32,0,3
Yes,24,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.1,587.4,Newbury Park,Male,0,4634,Yes,1,24,1.14,0,No,No,No,No,0.0,0,27.36,614.76,19,3,3
No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.35,6519.75,Newhall,Male,0,6047,No,0,59,48.12,51,Yes,Yes,Yes,Yes,0.0,0,2839.08,9358.83,19,0,5
Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.25,8041.65,Northridge,Male,0,4099,Yes,2,72,11.66,28,Yes,Yes,Yes,Yes,0.0,0,839.52,8881.17,42,3,4
No,1,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,20.75,Northridge,Male,0,3358,No,0,1,7.57,0,No,No,No,No,0.0,0,7.57,28.32,29,1,5
Yes,27,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),101.9,2681.15,Porter Ranch,Female,0,3795,No,0,27,20.02,27,No,Yes,Yes,Yes,0.0,0,540.54,3221.69,55,0,3
No,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.05,1112.3,Pacoima,Female,0,4400,No,0,14,1.69,21,No,Yes,No,Yes,0.0,0,23.66,1135.96,51,0,5
Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,7405.5,Reseda,Male,0,5010,Yes,3,71,25.02,53,Yes,No,Yes,Yes,0.0,0,1776.42,9181.92,55,3,3
No,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.3,1033.95,San Fernando,Male,0,5566,No,0,13,31.93,22,No,No,No,No,0.0,150,415.09,1599.04,55,3,3
No,44,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),68.85,2958.95,Sylmar,Male,0,2053,No,0,44,1.7,28,No,No,No,Yes,0.0,0,74.8,3033.75,41,0,3
No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),79.95,2684.85,North Hills,Female,0,3118,No,0,33,42.29,13,No,Yes,No,Yes,0.0,0,1395.57,4080.42,64,0,3
Yes,72,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),55.45,4179.2,Granada Hills,Male,0,4556,Yes,5,72,0.0,47,Yes,Yes,Yes,Yes,0.0,0,0.0,4179.2,30,0,3
No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.9,79.9,Mission Hills,Male,1,3394,No,0,1,23.2,21,No,No,Yes,Yes,0.0,0,23.2,103.1,62,3,2
No,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.6,1934.45,Santa Clarita,Female,1,3764,No,0,19,28.35,19,Yes,Yes,Yes,No,21.72,40,538.65,2491.38,43,1,1
Yes,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.45,6654.1,Canyon Country,Male,0,6398,Yes,10,64,40.49,69,Yes,Yes,Yes,Yes,0.0,0,2591.36,9245.46,22,0,3
No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46.0,84.5,Sun Valley,Male,1,2667,No,0,2,49.81,41,No,No,Yes,Yes,0.0,0,99.62,184.12,19,0,3
No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,Valencia,Female,0,5858,No,0,1,0.0,2,No,No,No,Yes,0.0,0,0.0,25.25,40,0,4
No,61,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,1124.2,Valencia,Male,0,5411,No,0,61,15.02,0,No,No,No,No,0.0,0,916.22,2040.42,32,2,4
Yes,29,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.0,540.05,Tarzana,Female,0,3800,Yes,6,29,27.72,0,No,No,No,No,0.0,0,803.88,1343.93,23,0,5
Yes,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.8,1975.85,Thousand Oaks,Male,0,5788,Yes,1,23,42.59,2,No,No,Yes,Yes,0.0,0,979.57,2955.42,66,0,3
Yes,57,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.45,Westlake Village,Female,0,4115,Yes,1,57,0.0,22,Yes,No,Yes,Yes,0.0,0,0.0,3437.45,45,0,3
Yes,72,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),45.25,3139.8,Thousand Oaks,Male,0,5041,Yes,11,72,0.0,17,Yes,Yes,No,Yes,0.0,0,0.0,3139.8,46,0,4
Yes,66,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),56.6,3789.2,Woodland Hills,Male,0,5500,Yes,1,66,0.0,29,Yes,Yes,No,Yes,0.0,0,0.0,3789.2,38,0,4
Yes,65,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.2,5324.5,Woodland Hills,Male,0,5256,Yes,8,65,41.57,16,Yes,Yes,Yes,Yes,0.0,0,2702.05,8026.55,51,0,5
No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.0,624.6,Oak Park,Female,0,2165,No,0,8,39.92,73,No,No,No,Yes,0.0,0,319.36,943.96,24,0,4
No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,268.35,Stevenson Ranch,Female,1,2227,No,0,4,29.4,17,No,No,No,Yes,21.69,0,117.6,364.26,39,2,2
Yes,71,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,1836.9,Castaic,Female,0,4642,Yes,3,71,32.13,0,No,No,No,No,0.0,0,2281.23,4118.13,55,0,3
Yes,1,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.2,20.2,Van Nuys,Male,0,4160,Yes,8,1,44.69,0,No,No,No,No,0.0,0,44.69,64.89,32,0,5
Yes,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.05,179.35,Panorama City,Male,1,3394,Yes,2,4,9.67,22,No,Yes,No,Yes,0.0,0,38.68,218.03,50,0,2
No,12,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.35,219.35,Sherman Oaks,Female,0,4451,No,0,12,16.72,0,No,No,No,No,0.0,0,200.64,419.99,53,0,5
